"age","locfit","cu95","cl95","nentities","window","ninwin"
15185,-0.261687671536864,0.321716310119841,-0.918086480841839,20,200,49
15235,-0.322435810571885,0.290435594087273,-0.986089442747358,24,200,42
15285,-0.479490182786203,0.157294548110795,-1.0153978889002,21,200,43
15335,-0.491075675650211,0.0794901393621781,-0.993340044888506,23,200,48
15385,-0.458701147100051,0.0486888490354993,-0.976487512900152,26,200,46
15435,-0.436553606183219,0.1333565014102,-0.967122540661311,27,200,50
15485,-0.362838554091527,0.272425820070125,-1.01163089397347,21,200,48
15535,-0.381145307562692,0.217095783371417,-1.07103681295845,25,200,42
15585,-0.466152770683241,0.117024385222465,-1.06806370063676,21,200,46
15635,-0.386347827998799,0.284904560350933,-1.0128698262365,23,200,45
15685,-0.258737402975062,0.517810285181469,-1.03715194867068,23,200,38
15735,-0.215987695696801,0.710120027573696,-1.08936845701732,23,200,43
15785,-0.258409749221026,0.683706263368884,-1.08463252401894,17,200,39
15835,-0.200400000061159,0.761069265036061,-1.01376531801727,23,200,41
15885,-0.207832808955699,0.766384404894861,-1.06238040072884,19,200,42
15935,-0.491073671434676,0.213381759249752,-1.18137710390411,19,200,39
15985,-0.715535094724928,-0.16861922540307,-1.18551087971214,19,200,38
16035,-0.661016393371544,-0.182892270268924,-1.15523987646769,16,200,41
16085,-0.629244126905,-0.183133234606086,-1.05936936627113,17,200,40
16135,-0.742854050735618,-0.29901762947329,-1.13404003308323,20,200,36
16185,-0.808225970339773,-0.3403291274486,-1.17140681179696,12,200,34
16235,-0.775667846355823,-0.229929414763015,-1.18487735491983,14,200,28
16285,-0.784233769332626,-0.156498022928028,-1.19084450220041,11,200,24
16335,-0.849205295749007,-0.302669224875585,-1.19267811763236,10,200,21
16385,-0.909777153820799,-0.4977646295082,-1.19773604532444,10,200,23
16435,-0.815837843793184,-0.34912692075091,-1.1925221517754,10,200,24
16485,-0.741594796965557,-0.224535584970622,-1.16485075171209,12,200,25
16535,-0.784458156473601,-0.265153148995655,-1.21217473994512,11,200,28
16585,-0.729907840464952,-0.246475197409142,-1.28810011714779,11,200,32
16635,-0.570342912659149,-0.0865570781417122,-1.13149027221389,12,200,30
16685,-0.393088892125152,0.0888201754955655,-1.03536083763997,18,200,31
16735,-0.350723956975376,0.19847930256487,-1.05027756764615,11,200,25
16785,-0.493152598173872,0.0138089837893419,-1.18847649448634,10,200,25
16835,-0.604549952642796,-0.156460951674899,-1.30821146268771,11,200,29
16885,-0.717171294937584,-0.319421128718108,-1.23835344114184,11,200,28
16935,-0.910655401731554,-0.616209102757324,-1.3428949833026,19,200,28
16985,-0.883273864577491,-0.587878662597185,-1.40407702924646,10,200,29
17035,-0.733444078924468,-0.383287217564674,-1.30826272854088,14,200,28
17085,-0.66760221507007,-0.316571094499216,-1.1197224517993,14,200,29
17135,-0.755896195718794,-0.445630572646912,-1.15549285650677,18,200,28
17185,-0.791581286474414,-0.455433444623811,-1.17872899842331,14,200,26
17235,-0.801306493826416,-0.403001161809073,-1.24261896941886,9,200,23
17285,-0.793168055382955,-0.274539390927506,-1.24752468624131,13,200,24
17335,-0.713288451626229,-0.254138916901774,-1.18478854091035,17,200,24
17385,-0.749123605331644,-0.401108256602453,-1.18702074291587,15,200,27
17435,-0.841040108976608,-0.535242999690596,-1.19338192835054,12,200,24
17485,-0.858959990570899,-0.62127126427508,-1.18718090655031,15,200,23
